,MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
239,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,292
240,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270
241,2014,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,14.1,20,324
242,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,12.6,22,290
243,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.0,15.1,17.8,16,285
244,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.6,13.0,22,299
245,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.2,17.3,16,277
246,2014,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.4,11.7,14.3,20,329
247,2014,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,9.1,6.7,8.0,35,184
248,2014,CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.5,6.2,7.5,38,173
249,2014,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.6,6.6,8.3,34,191
250,2014,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,8.9,6.7,7.9,36,182
251,2014,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS6,X,9.1,6.7,8.0,35,184
252,2014,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,M6,X,8.5,6.2,7.5,38,172
253,2014,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,X,9.6,6.6,8.3,34,191
254,2014,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,M5,X,8.9,6.7,7.9,36,182
255,2014,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS6,X,9.4,7.0,8.3,34,191
256,2014,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,M6,X,8.7,7.0,7.9,36,182
257,2014,CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,X,9.4,7.0,8.3,34,191
258,2014,CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,X,8.7,7.0,7.9,36,182
259,2014,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,X,7.7,6.0,6.9,41,159
260,2014,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M5,X,7.6,6.0,6.9,41,159
261,2014,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
262,2014,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
263,2014,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
264,2014,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
265,2014,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
266,2014,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
267,2014,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
268,2014,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
269,2014,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,14.3,9.9,12.3,23,283
270,2014,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,14.6,10.2,12.6,22,290
271,2014,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.4,7.1,8.4,34,193
272,2014,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.1,6.8,8.1,35,186
273,2014,CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,X,10.0,7.8,9.0,31,207
274,2014,CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,237
275,2014,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A4,X,11.7,8.2,10.1,28,232
276,2014,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A6,X,12.9,8.1,10.7,26,246
277,2014,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,X,12.5,8.1,10.5,27,242
278,2014,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,E,17.0,11.2,14.4,20,230
279,2014,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A4,X,11.2,8.0,9.8,29,225
280,2014,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A6,X,12.0,7.6,10.0,28,230
281,2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,X,12.5,8.1,10.5,27,242
282,2014,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,E,17.0,11.2,14.4,20,230
283,2014,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A5,X,15.8,9.2,12.8,22,294
284,2014,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
285,2014,CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10.0,13.4,21,308
286,2014,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
287,2014,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,237
288,2014,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,237
289,2014,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,222
290,2014,CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8,A5,Z,16.7,10.3,13.8,20,317
291,2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,X,14.1,9.5,12.0,24,276
292,2014,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,E,19.7,13.3,16.8,17,269
293,2014,DODGE,AVENGER,MID-SIZE,2.4,4,A4,X,11.2,8.0,9.8,29,225
294,2014,DODGE,AVENGER,MID-SIZE,2.4,4,A6,X,12.0,7.6,10.0,28,230
295,2014,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,X,12.5,8.1,10.5,27,242
296,2014,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,E,17.0,11.2,14.4,20,230
297,2014,DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
298,2014,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10.0,13.1,22,301
299,2014,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A5,X,15.8,9.2,12.8,22,294
300,2014,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,320
301,2014,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A5,Z,16.7,10.3,13.8,20,317
302,2014,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
303,2014,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,237
304,2014,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.8,9.2,12.8,22,294
305,2014,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
306,2014,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10.0,13.4,21,308
307,2014,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
308,2014,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,237
309,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
310,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.3,12.6,15.7,18,251
311,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.3,7.6,10.2,28,235
312,2014,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,222
313,2014,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A5,Z,16.7,10.3,13.8,20,317
314,2014,DODGE,DART,MID-SIZE,2.0,4,M6,X,9.4,6.5,8.1,35,186
315,2014,DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,33,198
316,2014,DODGE,DART,MID-SIZE,2.4,4,M6,X,10.5,6.7,8.8,32,202
317,2014,DODGE,DART FFV,MID-SIZE,2.0,4,A6,X,9.9,7.0,8.6,33,198
318,2014,DODGE,DART FFV,MID-SIZE,2.0,4,A6,E,14.2,9.8,12.2,23,195
319,2014,DODGE,DART GT,MID-SIZE,2.4,4,A6,X,10.6,7.5,9.2,31,212
320,2014,DODGE,DART GT,MID-SIZE,2.4,4,M6,X,10.2,7.0,8.8,32,202
321,2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,8.4,5.9,7.3,39,168
322,2014,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,8.5,5.8,7.3,39,168
323,2014,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,10.8,14.4,20,331
324,2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
325,2014,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13.0,15.6,18,250
326,2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,271
327,2014,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,13.1,16.5,17,264
328,2014,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1,25,255
329,2014,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4,23,285
330,2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.0,24,276
331,2014,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,18.9,12.9,16.2,17,259
332,2014,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
333,2014,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
334,2014,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
335,2014,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,7.9,6.3,7.2,39,166
336,2014,FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
337,2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
338,2014,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.6,5.9,6.8,42,156
339,2014,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
340,2014,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,X,10.0,7.2,8.7,32,200
341,2014,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.2,8.4,34,193
342,2014,FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,X,5.6,6.4,6.0,47,138
343,2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,X,17.7,14.4,16.2,17,373
344,2014,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,E,24.1,19.2,21.9,13,350
345,2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,X,19.3,14.7,17.2,16,396
346,2014,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,E,24.9,19.6,22.5,13,360
347,2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,X,18.6,14.6,16.8,17,386
348,2014,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,E,25.5,20.0,23.0,12,368
349,2014,FORD,E350 WAGON,VAN - PASSENGER,6.8,10,A5,X,23.9,17.8,21.2,13,488
350,2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,X,20.6,15.5,18.3,15,421
351,2014,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,E,26.7,20.5,23.9,12,382
352,2014,FORD,EDGE,SUV - SMALL,2.0,4,A6,X,11.3,7.9,9.8,29,225
353,2014,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,12.6,8.7,10.8,26,248
354,2014,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.3,9.3,11.5,25,264
355,2014,FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,X,13.7,10.4,12.2,23,281
356,2014,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.4,7.4,9.1,31,209
357,2014,FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,10.9,8.0,9.6,29,221
358,2014,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,10.9,7.5,9.4,30,216
359,2014,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,10.5,7.9,9.3,30,214
360,2014,FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,11.2,8.5,10.0,28,230
361,2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18.2,13.3,16.0,18,368
362,2014,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,24.5,18.0,21.6,13,346
363,2014,FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,X,11.8,8.3,10.2,28,235
364,2014,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22,299
365,2014,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.7,9.7,11.9,24,274
366,2014,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.3,12.9,15.9,18,254
367,2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.3,10.3,12.5,23,288
368,2014,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,18.9,13.9,16.7,17,267
369,2014,FORD,F150,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.5,10.6,12.7,22,292
370,2014,FORD,F150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.6,10.6,12.8,22,294
371,2014,FORD,F150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18.3,12.9,15.9,18,366
372,2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,15.9,11.3,13.8,20,317
373,2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,15.4,11.0,13.4,21,308
374,2014,FORD,F150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.1,14.4,17.5,16,402
375,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,X,14.0,10.3,12.3,23,283
376,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,E,18.8,13.7,16.5,17,264
377,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,14.0,10.3,12.3,23,283
378,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,18.8,13.7,16.5,17,264
379,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,X,16.4,12.3,14.6,19,336
380,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,E,22.1,16.7,19.7,14,315
381,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.4,12.3,14.6,19,336
382,2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,22.1,16.7,19.7,14,315
383,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,X,15.0,11.4,13.4,21,308
384,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,E,20.2,15.3,18.0,16,288
385,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,15.0,11.4,13.4,21,308
386,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,20.2,15.3,18.0,16,288
387,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,X,16.8,12.6,14.9,19,343
388,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,E,22.4,17.0,20.0,14,320
389,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.7,12.5,14.8,19,340
390,2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,22.4,16.9,19.9,14,318
391,2014,FORD,F150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.4,15.0,18.0,16,414
392,2014,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.5,6.5,7.6,37,175
393,2014,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.4,7.6,37,175
394,2014,FORD,FIESTA SFE,SUBCOMPACT,1.0,4,M5,X,7.5,5.5,6.6,43,152
395,2014,FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,8.0,5.8,7.0,40,161
396,2014,FORD,FIESTA ST,COMPACT,1.6,4,M6,X,8.9,6.8,8.0,35,184
397,2014,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,13.2,9.4,11.5,25,264
398,2014,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,13.7,10.2,12.1,23,278
399,2014,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
400,2014,FORD,FOCUS,COMPACT,2.0,4,M6,X,10.2,7.4,8.9,32,205
401,2014,FORD,FOCUS FFV,COMPACT,2.0,4,A6,X,8.8,6.4,7.7,37,177
402,2014,FORD,FOCUS FFV,COMPACT,2.0,4,A6,E,11.7,8.5,10.3,27,165
403,2014,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,X,8.9,6.4,7.8,36,179
404,2014,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,E,11.7,8.5,10.3,27,165
405,2014,FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,9.1,6.6,8.0,35,184
406,2014,FORD,FOCUS FFV,COMPACT,2.0,4,M5,E,11.9,8.9,10.6,27,170
407,2014,FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,X,8.4,5.8,7.2,39,166
408,2014,FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,E,11.6,8.3,10.1,28,162
409,2014,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10.1,6.6,8.5,33,196
410,2014,FORD,FUSION,MID-SIZE,1.6,4,M6,X,9.4,6.4,8.1,35,186
411,2014,FORD,FUSION,MID-SIZE,2.0,4,AS6,X,10.5,7.1,9.0,31,207
412,2014,FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,7.0,8.9,32,205
413,2014,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,9.5,6.3,8.1,35,186
414,2014,FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,X,10.9,7.5,9.4,30,216
415,2014,FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,X,5.3,5.7,5.5,51,126
416,2014,FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,X,12.1,7.8,10.2,28,235
417,2014,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,12.7,8.1,10.6,27,244
418,2014,FORD,MUSTANG,SUBCOMPACT,5.0,8,A6,X,13.3,9.3,11.5,25,264
419,2014,FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,15.4,9.4,12.7,22,292
420,2014,FORD,MUSTANG,SUBCOMPACT,5.8,8,M6,Z,15.9,9.9,13.2,21,304
421,2014,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,X,12.5,8.2,10.6,27,244
422,2014,FORD,TAURUS,FULL-SIZE,2.0,4,AS6,X,10.5,7.3,9.1,31,209
423,2014,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,13.7,9.4,11.8,24,271
424,2014,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,12.1,8.1,10.3,27,237
425,2014,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17.0,11.1,14.3,20,229
426,2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13.0,9.1,11.2,25,258
427,2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.4,12.5,15.7,18,251
428,2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.8,8.0,9.5,30,218
429,2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.3,8.2,9.9,29,228
430,2014,FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,11.5,8.3,10.1,28,232
431,2014,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.5,10.4,27,239
432,2014,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,14.3,9.9,12.3,23,283
433,2014,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,14.9,10.4,12.9,22,297
434,2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,A4,X,17.1,12.7,15.1,19,347
435,2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,X,18.0,13.4,15.9,18,366
436,2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,E,23.5,17.7,20.9,14,334
437,2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
438,2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.7,18.8,21.5,13,344
439,2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,X,18.6,13.9,16.5,17,380
440,2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5,13,344
441,2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
442,2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,25.3,19.3,22.6,12,362
443,2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.6,13.9,16.5,17,380
444,2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,23.9,18.5,21.5,13,344
445,2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.2,16.5,17,380
446,2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,25.3,19.3,22.6,12,362
447,2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18.0,16,414
448,2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,21.9,15.0,18.8,15,432
449,2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,30.0,20.4,25.7,11,411
450,2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.2,16,419
451,2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.1,15.0,18.9,15,435
452,2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,30.2,20.5,25.8,11,413
453,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.8,24,271
454,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,14.2,16.8,17,269
455,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,292
456,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270
457,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,14.1,20,324
458,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,12.6,22,290
459,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.0,15.1,17.8,16,285
460,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.6,13.0,22,299
461,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.2,17.3,16,277
462,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.4,11.7,14.3,20,329
463,2014,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209
464,2014,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,13.9,9.6,12.0,24,276
465,2014,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.2,17,259
466,2014,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,230
467,2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22,290
468,2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,19.8,13.6,17.0,17,272
469,2014,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
470,2014,GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
471,2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
472,2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
473,2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,Z,17.0,11.8,14.7,19,338
474,2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,23.3,16.1,20.1,14,322
475,2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,16.4,17,377
476,2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,25.7,17.8,22.1,13,354
477,2014,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
478,2014,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
479,2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
